시설명,시설유형,소재지도로명주소,소재지지번주소,위도,경도,영업상태명,전화번호,건립일자,건물면적,관리기관명,데이터기준일자,제공기관코드,제공기관명
배방한라비발디아파트경로당,경로당,충청남도 아산시 배방읍 배방로 131,충청남도 아산시 배방읍 공수리 636,36.7715238,127.0615313,영업,,2007-05-21,136.28,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방한성필하우스경로당,경로당,충청남도 아산시 배방읍 배방로 58-43,충청남도 아산시 배방읍 공수리 640,36.77124424,127.0513487,영업,,2007-08-17,66.24,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악강당2리경로당,경로당,충청남도 아산시 송악면 강당로119번길 4,충청남도 아산시 송악면 강당리 86-2,36.72264764,127.0176432,영업,,2002-01-03,78.5,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악강당1리경로당,경로당,충청남도 아산시 송악면 강당학마을길 7,충청남도 아산시 송악면 강당리 187-1,36.71693148,127.015455,영업,,1995-03-13,78.78,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방휴대한성아파트경로당,경로당,충청남도 아산시 배방읍 휴대길 212,충청남도 아산시 배방읍 휴대리 28,36.7663475,127.1191163,영업,,2006-07-27,72.6,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방휴대2리경로당,경로당,충청남도 아산시 배방읍 정산길 28,충청남도 아산시 배방읍 휴대리 335-4,36.77812263,127.1076116,영업,,2000-10-24,103.6,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방휴대1리경로당,경로당,충청남도 아산시 배방읍 휴대안길 77,충청남도 아산시 배방읍 휴대리 65-5,36.77487424,127.1172871,영업,,2000-10-24,149,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방회룡2리경로당,경로당,충청남도 아산시 배방읍 호서로231번길 10,충청남도 아산시 배방읍 회룡리 63,36.75304458,127.0731304,영업,,2000-10-24,59.35,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방회룡경로당,경로당,충청남도 아산시 배방읍 호서로 205,충청남도 아산시 배방읍 회룡리 39-1,36.75044078,127.0728529,영업,,2007-01-11,88,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방흙암경로당,경로당,충청남도 아산시 배방읍 중리길29번길 8,충청남도 아산시 배방읍 중리 54-1,36.74143445,127.0468578,영업,,2000-10-24,91.77,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방중2리경로당,경로당,충청남도 아산시 배방읍 행단길 41,충청남도 아산시 배방읍 중리 250-1,36.7458316,127.0408804,영업,,2000-10-24,71.4,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방큰마을경로당,경로당,충청남도 아산시 배방읍 행단길 7,충청남도 아산시 배방읍 중리 480-1,36.7482076,127.043128,영업,,2000-10-24,66.2,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
아산배방행복주택경로당,경로당,충청남도 아산시 배방읍 공원로 69,충청남도 아산시 배방읍 장재리 1348,36.79032408,127.099432,영업,,2019-02-10,205.87,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방장재리경로당,경로당,충청남도 아산시 배방읍 연화로 29,충청남도 아산시 배방읍 장재리 1351,36.78714458,127.0928686,영업,,2023-07-21,119,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
장재15리 경로당,경로당,충청남도 아산시 배방읍 장재로 11-4,충청남도 아산시 배방읍 장재리 1840,36.78794204,127.1104017,영업,,2022-01-20,46.9,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방장재와이시티경로당,경로당,충청남도 아산시 배방읍 광장로 210 (요진와이시티),충청남도 아산시 배방읍 장재리 1767,36.79743418,127.1092406,영업,,2012-05-14,220.73,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
장재마을경로당,경로당,"충청남도 아산시 배방읍 장재로 27, 장재마을휴먼시아",충청남도 아산시 배방읍 장재리 1844,36.78765248,127.1114966,영업,,2011-01-17,181.79,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
연화마을8단지경로당,경로당,"충청남도 아산시 배방읍 연화로 36, 관리동",충청남도 아산시 배방읍 장재리 1539,36.78607668,127.0956965,영업,,2010-04-29,92,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방면장재리연화마을경로당,경로당,"충청남도 아산시 배방읍 연화로 16, 707동",충청남도 아산시 배방읍 장재리 1541,36.78396448,127.0924911,영업,,2009-03-02,129.17,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
STXKAN6단지경로당,경로당,충청남도 아산시 배방읍 연화로 11,충청남도 아산시 배방읍 장재리 1537,36.7864856,127.091347,영업,,2012-01-27,157.37,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
STX칸4단지경로당,경로당,충청남도 아산시 배방읍 용연로 53,충청남도 아산시 배방읍 장재리 1211,36.79182151,127.0908077,영업,,2012-08-20,109,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방읍용연마을휴먼시아3단지경로당,경로당,충청남도 아산시 배방읍 용연로 54,충청남도 아산시 배방읍 장재리 1208,36.79228043,127.0886845,영업,,2012-10-22,103.91,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
포레스트힐(장재2리)경로당,경로당,충청남도 아산시 배방읍 용연로 37,충청남도 아산시 배방읍 장재리 1204,36.79319921,127.09223,영업,,2011-11-04,114.83,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방읍용연마을휴먼시아1단지경로당,경로당,충청남도 아산시 배방읍 용연로 36,충청남도 아산시 배방읍 장재리 1205,36.79484868,127.0885726,영업,,2009-01-08,141.29,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방신흥리감태경로당,경로당,충청남도 아산시 배방읍 신흥길204번길 8,충청남도 아산시 배방읍 신흥리 428,36.75831242,127.0377539,영업,,2000-01-01,40,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방신흥경로당,경로당,충청남도 아산시 배방읍 신흥길 46-10,충청남도 아산시 배방읍 신흥리 330-3,36.74730751,127.0475176,영업,041-545-8399,2000-10-24,164.07,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방수철3리경로당,경로당,충청남도 아산시 배방읍 수철리길17번길 22-2,충청남도 아산시 배방읍 수철리 461-1,36.72837832,127.0543429,영업,,2008-03-14,84.55,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방수철2리경로당,경로당,충청남도 아산시 배방읍 수철리길 88,충청남도 아산시 배방읍 수철리 619-4,36.72492587,127.0473302,영업,,2000-10-24,117,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방수철1리경로당,경로당,충청남도 아산시 배방읍 수철남길 22,충청남도 아산시 배방읍 수철리 230-1,36.72372218,127.0624958,영업,041-548-9939,2000-10-24,132.93,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방세출리경로당,경로당,충청남도 아산시 배방읍 호서로 124,충청남도 아산시 배방읍 세출리 422-36,36.74350822,127.0735441,영업,,2000-10-24,91.2,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방LH15단지아파트경로당,경로당,충청남도 아산시 배방읍 동방로 114,충청남도 아산시 배방읍 세교리 1592,36.78264373,127.1013588,영업,,2023-06-02,194.41,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
배방LH14단지경로당,경로당,충청남도 아산시 배방읍 동방로 131,충청남도 아산시 배방읍 세교리 1599,36.77962907,127.0985584,영업,,2023-07-21,164,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
아산탕정LH7단지경로당,경로당,충청남도 아산시 배방읍 세교길 13,충청남도 아산시 배방읍 세교리 935-3,36.77930927,127.0893248,영업,,2022-07-06,126,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정갈산2리경로당,경로당,충청남도 아산시 탕정면 갈산길 12,충청남도 아산시 탕정면 갈산리 228,36.79032275,127.068352,영업,,1995-02-23,110.16,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정갈산1리경로당,경로당,충청남도 아산시 탕정면 탕정면로75번길 10,충청남도 아산시 탕정면 갈산리 555-8,36.79974287,127.0651881,영업,,1995-03-01,99.54,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악평촌3리경로당,경로당,충청남도 아산시 송악면 평촌길50번길 75-1,충청남도 아산시 송악면 평촌리 79-2,36.73941564,127.0035743,영업,,1995-03-06,68.6,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악평촌2리경로당,경로당,충청남도 아산시 송악면 평촌안길 102,충청남도 아산시 송악면 평촌리 439-5,36.72648384,126.9978423,영업,,1995-01-07,98,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악월라경로당,경로당,충청남도 아산시 송악면 평촌길 130,충청남도 아산시 송악면 평촌리 305-11,36.73455738,126.9988749,영업,,1994-02-02,55.8,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악종곡리경로당,경로당,충청남도 아산시 송악면 종곡길96번길 1,충청남도 아산시 송악면 종곡리 113-3,36.67634863,126.9996687,영업,,2001-12-18,99.9,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악유곡4리경로당,경로당,충청남도 아산시 송악면 도송로632번길 53-13,충청남도 아산시 송악면 유곡리 478-1,36.70260276,126.9757574,영업,,2022-08-19,99,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악유곡3리느릅실경로당,경로당,충청남도 아산시 송악면 유곡길 120,충청남도 아산시 송악면 유곡리 311,36.69066034,126.9795468,영업,,2006-08-10,90.37,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악유곡2리경로당,경로당,충청남도 아산시 송악면 유곡길24번길 11,충청남도 아산시 송악면 유곡리 220,36.69668341,126.9858431,영업,,1998-03-17,77.8,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악유곡1리경로당,경로당,충청남도 아산시 송악면 도송로689번길 6,충청남도 아산시 송악면 유곡리 98-1,36.70488306,126.9860347,영업,,2000-08-28,111.26,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악새말경로당,경로당,충청남도 아산시 송악면 송악로811번길 8-20,충청남도 아산시 송악면 외암리 595-91,36.73516009,127.0099229,영업,,1997-06-04,56.76,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악설화경로당,경로당,충청남도 아산시 송악면 외암로1138번길 36,충청남도 아산시 송악면 외암리 328-5,36.73674025,127.016169,영업,,2004-11-01,81.42,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악외암2리경로당,경로당,충청남도 아산시 송악면 외암로 1178-10,충청남도 아산시 송악면 외암리 455-1,36.74123606,127.0153143,영업,,1998-02-27,104.84,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악외암1리경로당,경로당,충청남도 아산시 송악면 외암민속길9번길 23-6,충청남도 아산시 송악면 외암리 223,36.73145552,127.016192,영업,,2006-02-08,128.8,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
역촌2구경로당,경로당,충청남도 아산시 송악면 송악로714번길 82,충청남도 아산시 송악면 역촌리 441-5,36.71906907,127.0041899,영업,,2008-05-01,94.06,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악역촌1리경로당,경로당,충청남도 아산시 송악면 역촌길 8,충청남도 아산시 송악면 역촌리 23,36.7311451,127.0092904,영업,,1985-05-04,133.2,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악수곡2리경로당,경로당,충청남도 아산시 송악면 송악로225번길 40,충청남도 아산시 송악면 수곡리 135-2,36.71963895,126.9549286,영업,041-543-2270,2001-01-17,100.2,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악수곡1리경로당,경로당,충청남도 아산시 송악면 수곡길 120,충청남도 아산시 송악면 수곡리 235,36.72808669,126.9543903,영업,,1998-03-17,97.5,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악송학2리경로당,경로당,충청남도 아산시 송악면 외암로360번길 19,충청남도 아산시 송악면 송학리 106,36.68400022,126.9919778,영업,,1995-01-07,99,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악송학1리경로당,경로당,충청남도 아산시 송악면 송학길 52,충청남도 아산시 송악면 송학리 203,36.67815229,126.9849707,영업,,2003-01-06,109,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악마곡2리경로당,경로당,충청남도 아산시 송악면 마곡길19번길 27,충청남도 아산시 송악면 마곡리 202-1,36.70363901,127.0035451,영업,,1997-06-04,82.5,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악마곡1리경로당,경로당,충청남도 아산시 송악면 마곡길 108,충청남도 아산시 송악면 마곡리 487-1,36.69710816,127.0040161,영업,,2001-11-09,95,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
동화4리경로당,경로당,충청남도 아산시 송악면 송악로380번길 34,충청남도 아산시 송악면 동화리 1042,36.72256399,126.9692064,영업,,2024-07-24,110.06,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악동화3리백학동경로당,경로당,충청남도 아산시 송악면 송악로400번길 129,충청남도 아산시 송악면 동화리 557,36.71368774,126.9690567,영업,,2010-08-19,75.6,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악동화2리경로당,경로당,충청남도 아산시 송악면 송악로453번길 6-4,충청남도 아산시 송악면 동화리 238-1,36.72258211,126.9799337,영업,,1994-05-30,51.94,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악동화1리경로당,경로당,충청남도 아산시 송악면 송악로357번길 9-1,충청남도 아산시 송악면 동화리 688-1,36.72630233,126.9705124,영업,,1998-02-27,92.4,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악궁평경로당,경로당,충청남도 아산시 송악면 외암로681번길 31,충청남도 아산시 송악면 궁평리 407,36.70721685,126.9966748,영업,,1996-01-26,72.9,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악거산2리경로당,경로당,충청남도 아산시 송악면 외암로112번길 79,충청남도 아산시 송악면 거산리 57,36.6591947,126.9941473,영업,,2010-04-01,139,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악거산1리경로당,경로당,충청남도 아산시 송악면 외암로196번길 5,충청남도 아산시 송악면 거산리 133-1,36.66859241,126.9896938,영업,,1973-03-05,90.35,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악강장2리경로당,경로당,충청남도 아산시 송악면 도송로 312,충청남도 아산시 송악면 강장리 443-2,36.71385345,126.9497407,영업,,2008-11-04,99.62,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
송악강장1리경로당,경로당,충청남도 아산시 송악면 도송로393번길 23,충청남도 아산시 송악면 강장리 62,36.71007018,126.9594915,영업,,2002-12-05,81.88,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉산동1리경로당,경로당,충청남도 아산시 음봉면 월산로261번길 9,충청남도 아산시 음봉면 산동리 805-7,36.85083816,127.0972561,영업,,1996-05-15,89.7,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉동천2리경로당,경로당,충청남도 아산시 음봉면 충무로604번길 4,충청남도 아산시 음봉면 동천리 229-6,36.83278984,127.0104854,영업,,1996-01-20,69.56,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉동천1리경로당,경로당,충청남도 아산시 음봉면 충무로649번길 5,충청남도 아산시 음봉면 동천리 174-39,36.83683571,127.0106966,영업,,1996-05-15,73.5,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
동암3리경로당(포스코3차),경로당,충청남도 아산시 음봉면 음봉로 515-37,충청남도 아산시 음봉면 동암리 714,36.84398066,127.0677951,영업,,2016-11-23,174.7,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉동암2리경로당,경로당,충청남도 아산시 음봉면 음봉로409번길 9,충청남도 아산시 음봉면 동암리 610-9,36.84448673,127.0558168,영업,,1996-05-15,223,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉동암1리경로당,경로당,충청남도 아산시 음봉면 음봉로401번길 27-6,충청남도 아산시 음봉면 동암리 522-16,36.84673394,127.0547653,영업,,1995-01-05,96,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉더샵레이크사이드아파트경로당,경로당,"충청남도 아산시 음봉면 음봉로 567, 포스코아파트관리동",충청남도 아산시 음봉면 덕지리 580,36.84280335,127.0745914,영업,,2007-10-19,110,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉초원아파트경로당,경로당,충청남도 아산시 음봉면 음봉로681번길 24,충청남도 아산시 음봉면 덕지리 21-3,36.84103563,127.0857135,영업,,1998-08-19,272.7,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉덕지1리경로당,경로당,충청남도 아산시 음봉면 음봉로586번길 76,충청남도 아산시 음봉면 덕지리 296-4,36.83280274,127.0695884,영업,,1997-05-04,190.4,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정호산5리홍익아파트경로당,경로당,충청남도 아산시 탕정면 선문로 385,충청남도 아산시 탕정면 호산리 497,36.80665445,127.0774399,영업,,2006-01-25,397,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정호산4리경로당,경로당,충청남도 아산시 탕정면 탕정면로314번길 84-7,충청남도 아산시 탕정면 호산리 5-1,36.8142619,127.09045,영업,,2006-01-19,64.8,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정호산3리경로당,경로당,충청남도 아산시 탕정면 선문로329번길 19,충청남도 아산시 탕정면 호산리 200-1,36.80748898,127.0818589,영업,,1995-10-06,49.6,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정호산2리경로당,경로당,충청남도 아산시 탕정면 탕정면로339번길 47,충청남도 아산시 탕정면 호산리 356-3,36.81495295,127.0784146,영업,,1996-12-06,90,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정호산1리경로당,경로당,충청남도 아산시 탕정면 탕정면로233번길 10-7,충청남도 아산시 탕정면 호산리 425-1,36.81021391,127.0757912,영업,,1995-03-06,77.85,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정용두3리경로당,경로당,충청남도 아산시 탕정면 꾀꼴성길 90,충청남도 아산시 탕정면 용두리 115,36.81876361,127.0466149,영업,,2000-11-28,132.3,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정용두2리경로당,경로당,충청남도 아산시 탕정면 탕정로93번길 30,충청남도 아산시 탕정면 용두리 425-1,36.8060351,127.0472036,영업,,1993-02-16,99.76,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정용두1리경로당,경로당,충청남도 아산시 탕정면 탕정로21번길 13-5,충청남도 아산시 탕정면 용두리 586-1,36.79791432,127.047751,영업,,2001-02-01,133.2,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
트라팰리스어버이집,경로당,충청남도 아산시 탕정면 탕정면로 37,충청남도 아산시 탕정면 명암리 809,36.79924344,127.0601264,영업,,2009-06-11,429.17,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정명암3리경로당,경로당,충청남도 아산시 탕정면 명암동길 32-12,충청남도 아산시 탕정면 명암리 129-4,36.82108712,127.0701129,영업,,2000-10-24,61.2,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정명암2리경로당,경로당,충청남도 아산시 탕정면 명암길3번길 12-10,충청남도 아산시 탕정면 명암리 311-2,36.82162081,127.0576028,영업,,1999-12-15,141.57,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
한들물빛도시예미지아파트경로당,경로당,충청남도 아산시 탕정면 한들물빛3로 14,충청남도 아산시 탕정면 매곡리 1391,36.78266332,127.0873189,영업,,2023-07-19,155,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정지웰푸르지오2단지경로당,경로당,충청남도 아산시 탕정면 한들물빛도시로 70,충청남도 아산시 탕정면 매곡리 1386,36.78589555,127.085253,영업,,2023-12-26,136.476,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정면LH5단지경로당,경로당,충청남도 아산시 탕정면 한들물빛1로 7,충청남도 아산시 탕정면 매곡리 1379,36.78036001,127.0856984,영업,,2022-05-13,144.55,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정매곡3리경로당,경로당,충청남도 아산시 탕정면 선문로254번길 144-7,충청남도 아산시 탕정면 매곡리 8-2,36.80927578,127.096751,영업,,2009-01-23,49.34,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정매곡2리경로당,경로당,충청남도 아산시 탕정면 매곡로 83(매곡리),충청남도 아산시 탕정면 매곡리 642-7,36.79465649,127.0831921,영업,,1984-04-06,79.33,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정매곡1리경로당,경로당,충청남도 아산시 탕정면 매곡로33번길 3,충청남도 아산시 탕정면 매곡리 582-1,36.79145471,127.0807455,영업,,1975-10-06,123.97,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정동산4리한라아파트경로당,경로당,충청남도 아산시 탕정면 탕정면로 379-20,충청남도 아산시 탕정면 동산리 421,36.8220796,127.0832518,영업,,2011-12-14,98,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
동산3리만도사원아파트경로당,경로당,충청남도 아산시 탕정면 탕정면로 405,충청남도 아산시 탕정면 동산리 85-1,36.82091481,127.0849358,영업,,2003-02-26,98,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정동산2리경로당,경로당,충청남도 아산시 탕정면 동산로 156,충청남도 아산시 탕정면 동산리 304-17,36.82744291,127.0744117,영업,,1995-10-10,65.55,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
탕정동산1리경로당,경로당,충청남도 아산시 탕정면 동산로 10,충청남도 아산시 탕정면 동산리 205-4,36.82685605,127.089059,영업,,1993-02-16,100.15,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
둔포관대리경로당,경로당,충청남도 아산시 둔포면 관대길39번길 7,충청남도 아산시 둔포면 관대리 175-8,36.90289508,127.0324268,영업,,2000-10-26,186.75,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉의식리경로당,경로당,충청남도 아산시 음봉면 신의길208번길 27,충청남도 아산시 음봉면 의식리 63-1,36.89268346,127.0867292,영업,,1996-05-15,176,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
월랑3리경로당(포스코2차),경로당,충청남도 아산시 음봉면 음봉로 515-38,충청남도 아산시 음봉면 월랑리 702,36.84486728,127.0699254,영업,,2016-09-22,157.64,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉월랑2리경로당,경로당,충청남도 아산시 음봉면 월랑길 17,충청남도 아산시 음봉면 월랑리 103,36.84331162,127.0799239,영업,,1996-05-15,242,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉월랑1리경로당,경로당,충청남도 아산시 음봉면 월암로192번길 6,충청남도 아산시 음봉면 월랑리 362,36.85378974,127.0769438,영업,,1996-05-15,152.66,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉원남2리경로당,경로당,충청남도 아산시 음봉면 연암율금로38번길 7,충청남도 아산시 음봉면 원남리 125-4,36.86472986,127.0312079,영업,,1996-05-15,273.84,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉원남1리경로당,경로당,충청남도 아산시 음봉면 음봉면로251번길 28,충청남도 아산시 음봉면 원남리 257-12,36.86506003,127.0241842,영업,,2015-01-05,152.4,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉쌍암3리경로당,경로당,충청남도 아산시 음봉면 연암율금로508번길 64,충청남도 아산시 음봉면 쌍암리 161-1,36.8792135,127.0813378,영업,,1999-02-01,99.33,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉쌍암2리경로당,경로당,충청남도 아산시 음봉면 연암율금로537번길 46,충청남도 아산시 음봉면 쌍암리 227-1,36.88592671,127.0789002,영업,,1996-05-15,87.12,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉쌍암1리경로당,경로당,충청남도 아산시 음봉면 월암로436번길 32,충청남도 아산시 음봉면 쌍암리 74-6,36.87361881,127.0799062,영업,,2020-01-29,131.1,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉쌍룡2리경로당,경로당,충청남도 아산시 음봉면 연암율금로508번길 8,충청남도 아산시 음봉면 쌍룡리 435-1,36.87970088,127.0760655,영업,,1996-05-15,129.6,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉쌍룡1리경로당,경로당,충청남도 아산시 음봉면 쌍용길 54-1,충청남도 아산시 음봉면 쌍룡리 260,36.87109272,127.0684125,영업,,1996-07-05,157.2,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉신휴3리경로당,경로당,충청남도 아산시 음봉면 신휴길212번길 11,충청남도 아산시 음봉면 신휴리 214-5,36.89760821,127.0652085,영업,,1996-05-15,192,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉신휴2리경로당,경로당,충청남도 아산시 음봉면 관용로261번길 6,충청남도 아산시 음봉면 신휴리 322-2,36.89037453,127.0615249,영업,,2006-01-27,142.64,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉신휴1리경로당,경로당,충청남도 아산시 음봉면 신의길25번길 15,충청남도 아산시 음봉면 신휴리 92-3,36.89594262,127.0690403,영업,,1996-10-06,141.12,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉신정2리경로당,경로당,충청남도 아산시 음봉면 신정리길41번길 63-4,충청남도 아산시 음봉면 신정리 216-11,36.86860874,127.0175851,영업,,2001-02-27,100,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉신정1리경로당,경로당,충청남도 아산시 음봉면 신정리길20번길 3,충청남도 아산시 음봉면 신정리 94-2,36.87057569,127.0258576,영업,,1996-05-15,86.52,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉신수2리경로당,경로당,충청남도 아산시 음봉면 충무로681번길 69,충청남도 아산시 음봉면 신수리 15,36.84108402,127.0041885,영업,,2004-08-10,73.42,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉신수1리경로당,경로당,충청남도 아산시 음봉면 신수리길197번길 26-3,충청남도 아산시 음봉면 신수리 361-1,36.85069152,126.9783643,영업,,1996-05-15,82.5,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉송촌리경로당,경로당,충청남도 아산시 음봉면 음봉로 304,충청남도 아산시 음봉면 송촌리 372-4,36.84507737,127.0445933,영업,,1996-05-15,111.84,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉소동3리경로당,경로당,충청남도 아산시 음봉면 연암율금로295번길 115,충청남도 아산시 음봉면 소동리 116,36.8755356,127.0488716,영업,,2001-07-25,84.08,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉소동2리경로당,경로당,충청남도 아산시 음봉면 연암율금로173번길 14,충청남도 아산시 음봉면 소동리 365-4,36.86679431,127.0441849,영업,,1997-05-16,90.98,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉소동1리경로당,경로당,충청남도 아산시 음봉면 연암율금로203번길 6-6,충청남도 아산시 음봉면 소동리 236-4,36.86704057,127.0485937,영업,,1996-05-15,103.99,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉삼거2리경로당,경로당,충청남도 아산시 음봉면 음봉로136번길 34,충청남도 아산시 음봉면 삼거리 36-5,36.84531265,127.0248029,영업,,2001-12-28,101.46,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
음봉삼거1리경로당,경로당,충청남도 아산시 음봉면 음봉면로30번길 3,충청남도 아산시 음봉면 삼거리 215,36.85004883,127.013991,영업,,1996-05-15,163.74,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
산정리경로당,경로당,충청남도 아산시 음봉면 산정길9번길 24-12,충청남도 아산시 음봉면 산정리 70-5,36.85450318,127.0047462,영업,,2012-04-19,100.31,충청남도 아산시,2024-10-01,4520000,충청남도 아산시
